,0
3684,light mayo
3685,"shrimp,whole wheat pasta,ground beef,milk,french fries"
3686,"frozen vegetables,avocado,butter,green grapes,cake,barbecue sauce,tomato juice"
3687,"mineral water,chocolate,pancakes,honey,cooking oil,light mayo,hand protein bar,zucchini,green tea"
3688,"tomatoes,salmon"
3689,"chicken,eggs,light mayo"
3690,
3691,"olive oil,french wine,chicken,cider,bacon,honey,chocolate,french fries,frozen smoothie"
3692,"ham,grated cheese,herb & pepper,red wine,shrimp,ground beef,spaghetti,mineral water,pancakes,whole wheat rice,cereals"
3693,
3694,"antioxydant juice,french fries,cookies,hand protein bar,green tea"
3695,"shrimp,ground beef,spaghetti,mineral water,eggs,whole wheat rice,cereals,chocolate"
3696,"spaghetti,mineral water,cooking oil"
3697,
3698,"ground beef,pepper,spaghetti,chocolate,pancakes,rice,cookies"
3699,
3700,"escalope,pasta"
3701,brownies
3702,mashed potato
3703,
3704,
3705,
3706,
3707,"olive oil,oil,clothes accessories,pasta,white wine,green tea"
3708,eggs
3709,
3710,hot dogs
3711,"spaghetti,mineral water,almonds,green grapes,whole wheat rice,cake,gums,eggplant,cereals,french fries,fresh bread,low fat yogurt,green tea"
3712,
3713,"milk,olive oil,muffins"
3714,"whole wheat pasta,spaghetti,cake,blueberries,oil,chicken"
3715,
3716,"mineral water,almonds,eggs,cake,chocolate,brownies"
3717,
3718,"ground beef,chicken,whole weat flour,frozen smoothie,escalope,hot dogs,green tea"
3719,"avocado,milk,tomato juice"
3720,
3721,honey
3722,"shrimp,pepper,spaghetti,mineral water,nonfat milk,blueberries,light cream,chicken,carrots"
3723,"shrimp,chocolate,olive oil,french wine,honey"
3724,"eggs,body spray"
3725,"ground beef,spaghetti,meatballs,milk,bacon,soda,green tea"
3726,"ground beef,spaghetti,olive oil,strong cheese,eggs"
3727,"escalope,pasta"
3728,
3729,
3730,mineral water
3731,"honey,barbecue sauce"
3732,"mineral water,milk,french wine,pancakes,light cream,cooking oil,chicken,extra dark chocolate,eggplant,champagne,cookies"
3733,energy drink
3734,"chocolate,escalope,tomato juice"
3735,"shrimp,eggplant,brownies"
3736,
3737,"strawberries,yogurt cake,gluten free bar"
3738,
3739,"honey,frozen smoothie,cottage cheese,body spray"
3740,"vegetables mix,energy drink,light mayo"
3741,"burgers,grated cheese,ground beef,mineral water,milk,vegetables mix,escalope"
3742,"chocolate,french fries,escalope,pancakes,salad"
3743,"eggplant,french fries,green tea"
3744,chocolate
3745,"avocado,cake,chocolate,french fries,cottage cheese,pancakes,fresh bread,magazines"
3746,"eggs,pasta,hot dogs,sparkling water"
3747,
3748,
3749,"mineral water,frozen smoothie,pancakes"
3750,"herb & pepper,ground beef,mineral water,soup,olive oil,light cream,oil,chicken,hot dogs"
3751,"spaghetti,bacon,french fries,pancakes,yogurt cake"
3752,
3753,"frozen vegetables,green tea,french fries,frozen smoothie,cookies,light mayo"
3754,"shrimp,whole wheat pasta,mineral water,milk,pancakes,bug spray,brownies,body spray"
3755,
3756,"chocolate,french fries,frozen smoothie,cookies,low fat yogurt"
3757,"cake,brownies"
3758,light mayo
3759,
3760,"ground beef,milk,whole wheat rice"
3761,"butter,gums,cereals,chocolate,pancakes,light mayo,green tea"
3762,"cake,low fat yogurt"
3763,"ground beef,pepper,cookies"
3764,"milk,olive oil,oatmeal,frozen smoothie,pancakes,white wine,low fat yogurt"
3765,"cookies,champagne"
3766,"olive oil,eggs,green tea"
3767,"avocado,whole wheat rice,energy drink"
3768,"vegetables mix,pancakes,green tea"
3769,eggs
3770,herb & pepper
3771,
3772,"spaghetti,mineral water,meatballs,fromage blanc,cooking oil"
3773,"ground beef,escalope"
3774,french fries
3775,
3776,light mayo
3777,energy drink
3778,"whole wheat pasta,mineral water,honey,cooking oil,frozen smoothie,tomato juice,fresh bread,green tea"
3779,"frozen vegetables,mineral water,avocado,meatballs,milk,french wine,fromage blanc,honey,cereals,frozen smoothie,fresh bread"
3780,"spaghetti,chocolate,olive oil,gums,burger sauce,frozen smoothie,pancakes,green tea"
3781,olive oil
3782,"soup,cake,frozen smoothie,low fat yogurt"
3783,
3784,"frozen smoothie,champagne,pancakes,mint"
3785,"mineral water,chocolate,pancakes,body spray"
3786,"escalope,cookies,champagne,protein bar,hand protein bar,low fat yogurt"
3787,"olive oil,body spray"
3788,"mineral water,chocolate,milk,nonfat milk,frozen smoothie"
3789,
3790,"frozen smoothie,brownies,energy drink"
3791,
3792,"milk,chocolate"
3793,"tomatoes,spaghetti,avocado,whole wheat rice,french fries"
3794,"ground beef,mineral water,milk,honey,french fries,pancakes,tomato juice"
3795,"eggs,chocolate,french fries,low fat yogurt"
3796,"mineral water,whole wheat rice"
3797,
3798,"ground beef,spaghetti,mineral water,olive oil,pancakes,cake,extra dark chocolate"
3799,"chocolate,low fat yogurt"
3800,
3801,
3802,"grated cheese,mineral water,cake,blueberries,light cream,whole weat flour,french fries,escalope"
3803,"extra dark chocolate,brownies,asparagus,low fat yogurt"
3804,"mineral water,chocolate,milk,salmon,pancakes,eggs,green tea,escalope"
3805,"spaghetti,soup,milk,olive oil,chicken,green beans,frozen smoothie"
3806,"pepper,mineral water,fresh bread"
3807,
3808,meatballs
3809,
3810,"spaghetti,eggs"
3811,"salmon,oil"
3812,"mineral water,butter,low fat yogurt"
3813,
3814,
3815,"spaghetti,butter,cooking oil,frozen smoothie,low fat yogurt,honey"
3816,"fresh tuna,mineral water,eggs,frozen smoothie,mushroom cream sauce,pancakes,yogurt cake,light mayo,mayonnaise,green tea"
3817,"french fries,frozen smoothie,escalope"
3818,"mineral water,chocolate,chutney,salmon,eggs,whole wheat rice,cake"
3819,spaghetti
3820,"spaghetti,mineral water,mint"
3821,"tomato sauce,spaghetti,mineral water,milk,eggs,light cream,cooking oil,cereals,frozen smoothie,mint"
3822,
3823,"mineral water,whole wheat rice,cookies"
3824,"mineral water,soup,milk,olive oil,black tea,pancakes,fresh bread"
3825,"french fries,low fat yogurt"
3826,
3827,
3828,mineral water
3829,"frozen vegetables,tomatoes,spaghetti,olive oil,energy bar,honey,escalope,cauliflower"
3830,"soup,extra dark chocolate"
3831,"black tea,honey,cake"
3832,
3833,"chocolate,grated cheese,herb & pepper,ground beef,spaghetti,milk,bacon,corn,pancakes,toothpaste"
3834,"ground beef,milk,butter,burger sauce,oil,french fries,low fat yogurt"
3835,"herb & pepper,red wine,spaghetti,mineral water,eggs"
3836,"tomatoes,ground beef,spaghetti,mineral water,chocolate"
3837,"burgers,grated cheese,pepper,tomato sauce,mineral water,almonds,chutney,pancakes,eggs,escalope,light mayo"
3838,
3839,"french fries,pasta"
3840,
3841,
3842,
3843,"ground beef,spaghetti,mineral water,pancakes,cake"
3844,"ground beef,spaghetti,mineral water,eggs,whole wheat rice,cookies,low fat yogurt,mint"
3845,
3846,soup
3847,"spaghetti,black tea,cake,cottage cheese,yogurt cake"
3848,
3849,"mineral water,pancakes,eggs,cooking oil,chocolate,low fat yogurt"
3850,"pancakes,blueberries,champagne"
3851,"herb & pepper,parmesan cheese,spaghetti,escalope,mushroom cream sauce,fresh bread,low fat yogurt"
3852,"butter,chicken,green tea,chocolate,fresh bread"
3853,parmesan cheese
3854,"honey,green tea"
3855,"red wine,whole wheat pasta,pepper,spaghetti,mineral water,soup,avocado,eggs,body spray,low fat yogurt"
3856,"chocolate,black tea"
3857,"pepper,spaghetti"
3858,"whole wheat rice,french fries"
3859,"ground beef,pepper,spaghetti,salmon,cake"
3860,
3861,"chocolate,ground beef,mineral water,pancakes,zucchini"
3862,"burgers,herb & pepper,frozen vegetables,whole wheat pasta,ground beef,spaghetti,mineral water,milk,energy bar,black tea,strong cheese,nonfat milk,eggs"
3863,"frozen vegetables,tomatoes,ground beef,spaghetti"
3864,
3865,"mineral water,salmon,gums,burger sauce,clothes accessories,hot dogs,cottage cheese,mint"
3866,"mineral water,honey,low fat yogurt"
3867,"low fat yogurt,green tea"
3868,"mineral water,milk,olive oil,eggs"
3869,"mineral water,almonds,eggs,whole wheat rice,escalope"
3870,"magazines,mayonnaise"
3871,"chocolate,flax seed,vegetables mix,cooking oil,babies food,low fat yogurt"
3872,"bug spray,whole weat flour"
3873,"frozen vegetables,honey,cake,brownies,energy drink"
3874,"eggs,green tea"
3875,"chocolate,ground beef,spaghetti,milk,olive oil,eggs,cake"
3876,"shrimp,milk,pancakes,eggs,ham,french fries"
3877,"fresh tuna,frozen vegetables,mineral water,milk,cider,eggs,soda,cottage cheese,fresh bread,low fat yogurt"
3878,mayonnaise
3879,"shrimp,frozen vegetables,mineral water,meatballs,salmon,eggs,whole wheat rice,carrots"
3880,
3881,eggs
3882,"cooking oil,white wine"
3883,"whole wheat pasta,tomato sauce,rice,green tea"
3884,"champagne,low fat yogurt"
3885,"ground beef,spaghetti,milk,olive oil,eggs,cooking oil,mint green tea,french fries,low fat yogurt"
3886,"chocolate,mineral water,fromage blanc,salmon,eggs,rice,cooking oil,chicken,carrots,tomato juice"
3887,"eggs,white wine,green tea"
3888,
3889,"butter,cake,cooking oil,eggplant,cereals,brownies"
3890,mushroom cream sauce
3891,"herb & pepper,ground beef,spaghetti,salmon,cooking oil,champagne"
3892,
3893,"mineral water,honey,low fat yogurt"
3894,escalope
3895,"extra dark chocolate,whole weat flour"
3896,cake
3897,"mineral water,soup,milk,eggs,energy drink"
3898,frozen smoothie
3899,"fresh tuna,grated cheese,spaghetti,mineral water,avocado,olive oil,gums,frozen smoothie,hot dogs,cottage cheese"
3900,"grated cheese,shrimp,tomatoes,vegetables mix,brownies,pancakes,tomato juice,green tea"
3901,green tea
3902,
3903,
3904,"mineral water,pancakes,cake,cooking oil,green tea,shampoo,tomato juice,magazines"
3905,"shrimp,ground beef,yogurt cake"
3906,eggs
3907,french fries
3908,"tomatoes,ground beef,spaghetti,soup,meatballs,cooking oil,low fat yogurt"
3909,"frozen vegetables,ground beef,olive oil,salmon,blueberries"
3910,"spaghetti,milk,olive oil,pancakes,whole wheat rice,green tea,yogurt cake,mint"
3911,
3912,"frozen vegetables,tomatoes,spaghetti,milk,butter,chicken,frozen smoothie,tomato juice,mint"
3913,"herb & pepper,frozen vegetables,spaghetti,chocolate,milk,butter,flax seed,almonds,bug spray,chili,whole weat flour,low fat yogurt"
3914,"spaghetti,mineral water,almonds,eggs,cereals,green tea"
3915,
3916,"butter,whole wheat rice,pet food,fresh bread"
3917,"ground beef,muffins,eggs,cookies"
3918,"milk,pancakes,honey,mint green tea,cottage cheese"
3919,"ground beef,spaghetti,mineral water,soup,cream,pancakes,french fries,frozen smoothie"
3920,"ground beef,chocolate,cookies,tomato juice"
3921,"spaghetti,butter,french wine,eggs,whole weat flour,hot dogs,sparkling water,brownies,body spray,energy drink"
3922,"tomatoes,ground beef,spaghetti,mineral water,meatballs,french fries"
3923,"ground beef,spaghetti,mineral water,black tea,mayonnaise,low fat yogurt"
3924,escalope
3925,"parmesan cheese,ground beef,spaghetti,eggs,tea,escalope"
3926,
3927,"soup,gums,barbecue sauce"
3928,melons
3929,"ham,chocolate,muffins,pancakes,cake,rice,chicken,green tea,low fat yogurt"
3930,"pancakes,oil"
3931,"cake,champagne"
3932,light mayo
3933,pancakes
3934,"tomatoes,ground beef,spaghetti,mineral water,olive oil,chicken,whole wheat rice,chili,chocolate bread"
3935,"olive oil,green tea,honey"
3936,cake
3937,
3938,"eggs,whole wheat rice,low fat yogurt,green tea"
3939,green tea
3940,"tomatoes,parmesan cheese,mineral water"
3941,"parmesan cheese,ground beef,spaghetti,hand protein bar,cauliflower,mint"
3942,"cereals,green tea"
3943,
3944,
3945,"ground beef,eggs,low fat yogurt"
3946,"chocolate,milk,eggs,toothpaste,low fat yogurt"
3947,
3948,"soup,olive oil"
3949,"spaghetti,chicken,whole weat flour,cottage cheese,fresh bread"
3950,frozen vegetables
3951,"flax seed,cake,frozen smoothie,hot dogs,toothpaste"
3952,
3953,"butter,green grapes,chocolate,escalope"
3954,"ground beef,spaghetti,mineral water,oil,barbecue sauce,yogurt cake,low fat yogurt"
3955,
3956,
3957,
3958,
3959,"herb & pepper,ground beef,spaghetti,mineral water,olive oil,rice,french fries"
3960,"mineral water,cake"
3961,pancakes
3962,
3963,whole wheat rice
3964,"grated cheese,spaghetti,butter,honey,cake,rice,french fries,energy drink"
3965,"yams,eggs,chicken,pasta"
3966,
3967,"green beans,mint"
3968,"chocolate,french fries,escalope"
3969,"chicken,magazines"
3970,light mayo
3971,"salmon,vegetables mix,cereals,escalope"
3972,"milk,olive oil,low fat yogurt"
3973,"eggs,frozen smoothie"
3974,
3975,"french wine,chicken"
3976,
3977,"tomatoes,ground beef,salmon,hot dogs"
3978,"ground beef,spaghetti,frozen smoothie,champagne"
3979,"french fries,mushroom cream sauce,brownies"
3980,"frozen vegetables,ground beef,spaghetti,mineral water"
3981,protein bar
3982,
3983,"clothes accessories,french fries,frozen smoothie,escalope,fresh bread"
3984,"mineral water,flax seed,gums,cereals"
3985,"cooking oil,low fat yogurt"
3986,"grated cheese,tomatoes,ground beef,spaghetti,mineral water,french wine,honey,rice,cooking oil,ketchup,pancakes,magazines"
3987,"fromage blanc,pancakes,french fries,escalope"
3988,"spaghetti,mineral water,olive oil,french wine,salmon,cereals,white wine,low fat yogurt"
3989,"spaghetti,eggs,bug spray,cooking oil,french fries,escalope,hot dogs"
3990,"red wine,shrimp,mineral water,rice,french fries,strawberries,protein bar,tomato juice,cauliflower"
3991,
3992,shampoo
3993,"spaghetti,pancakes,low fat yogurt,green tea"
3994,"mint green tea,french fries"
3995,"spaghetti,mineral water,pancakes,whole weat flour,champagne,hot dogs,tomato juice,green tea"
3996,"light mayo,low fat yogurt"
3997,"fresh tuna,spaghetti,fromage blanc,eggs,honey,bramble,green tea,escalope,cottage cheese"
3998,"chocolate,soda,pet food,french fries,champagne"
3999,"pancakes,toothpaste"
4000,
4001,champagne
4002,"tomatoes,milk,salmon"
4003,chocolate
4004,"avocado,olive oil,muffins,green tea,french fries,escalope"
4005,
4006,
4007,"mineral water,milk,olive oil,eggs,chocolate,escalope,yogurt cake"
4008,
4009,"ground beef,tomato sauce,spaghetti,mineral water,fromage blanc,pancakes,cooking oil,frozen smoothie,tomato juice"
4010,light mayo
4011,
4012,spaghetti
4013,"frozen vegetables,spaghetti,mineral water,pancakes,champagne,protein bar,hand protein bar"
4014,"frozen smoothie,light mayo"
4015,
4016,
4017,olive oil
4018,
4019,"french fries,frozen smoothie,hot dogs,strawberries,green tea"
4020,"muffins,green grapes"
4021,
4022,"cookies,green tea"
4023,cookies
4024,"avocado,cake,pet food,eggplant,french fries,escalope,mushroom cream sauce,fresh bread,toothpaste"
4025,
4026,
4027,"chicken,eggs,pancakes"
4028,
4029,"soup,spinach,french fries,salt"
4030,cake
4031,"shallot,white wine"
4032,"milk,chicken"
4033,"whole wheat rice,low fat yogurt"
4034,"tomatoes,carrots,chocolate,low fat yogurt"
4035,
4036,"cookies,mushroom cream sauce,honey"
4037,"avocado,chocolate,french fries,escalope,champagne,fresh bread"
4038,escalope
4039,strawberries
4040,"spaghetti,mineral water,milk,pancakes,cake,white wine,green tea"
4041,french fries
4042,"milk,almonds,whole wheat rice,cooking oil,chocolate,french fries,light mayo,low fat yogurt"
4043,"spaghetti,mineral water,cider,french fries,cookies,pancakes,energy drink"
4044,"mineral water,green tea,chocolate,frozen smoothie,escalope"
4045,
4046,"frozen vegetables,tomatoes,mineral water,olive oil,protein bar,hand protein bar,fresh bread,green tea"
4047,
4048,eggs
4049,cottage cheese
4050,"almonds,vegetables mix,cake,french fries,frozen smoothie,pancakes,energy drink"
4051,
4052,"mineral water,meatballs,butter,eggs"
4053,"energy bar,chocolate,low fat yogurt"
4054,"french fries,brownies"
4055,"milk,cake,eggplant,green tea"
4056,"spaghetti,mineral water,chocolate,eggs,cooking oil,pet food,cookies,protein bar"
4057,"ground beef,spaghetti,milk,olive oil,french wine,muffins,pancakes,whole weat flour,cottage cheese,green tea"
4058,
4059,"whole wheat pasta,ground beef,spaghetti,milk,chicken,eggs,french fries,green tea"
4060,"fromage blanc,salmon,eggs"
4061,
4062,"eggs,chicken,green tea"
4063,
4064,
4065,"ground beef,mineral water,meatballs,milk,eggs,cake"
4066,candy bars
4067,"burgers,shrimp,tomatoes,cooking oil"
4068,
4069,"chocolate,milk,energy bar,white wine"
4070,french fries
4071,eggs
4072,
4073,"frozen vegetables,tomatoes,parmesan cheese,ground beef,spaghetti,eggs,cake,oatmeal,cereals"
4074,whole wheat rice
4075,"avocado,candy bars"
4076,"tomatoes,mineral water,cooking oil"
4077,"almonds,vegetables mix,eggs,whole wheat rice,frozen smoothie,cottage cheese"
4078,candy bars
4079,
4080,
4081,"tomatoes,mineral water,soup,milk,whole wheat rice,cake,cereals"
4082,"chocolate,french fries"
4083,"eggs,barbecue sauce,french fries"
4084,shallot
4085,milk
4086,"energy bar,cake,tomato juice"
4087,chocolate
4088,"chicken,eggs"
4089,"shrimp,chocolate,pancakes,eggs,cooking oil,french fries"
4090,"milk,tomato juice"
4091,"flax seed,green tea,magazines"
4092,cottage cheese
4093,"whole wheat rice,cake,rice,cooking oil,chicken,french fries,cookies"
4094,"spaghetti,mineral water,bacon,eggs,brownies"
4095,"shrimp,tomatoes,spaghetti,mineral water"
4096,
4097,low fat yogurt
4098,
4099,
4100,"olive oil,oil,antioxydant juice"
4101,"spaghetti,mineral water,eggs,chicken,green tea,chocolate,frozen smoothie"
4102,"eggs,whole wheat rice,chocolate,escalope"
4103,
4104,"ground beef,rice"
4105,body spray
4106,green tea
4107,french fries
4108,"shrimp,spaghetti,olive oil,salmon,cooking oil,escalope,tomato juice"
4109,"mineral water,soup,milk,french wine,pancakes,eggs,honey,oil,champagne,magazines,mayonnaise"
4110,
4111,
4112,
4113,"tomatoes,avocado,fromage blanc,pancakes,eggs,honey,whole wheat rice,cake,gums,light mayo"
4114,"ground beef,spaghetti,mineral water,milk,black tea,pancakes,eggs,cooking oil,barbecue sauce,chocolate"
4115,milk
4116,green tea
4117,
4118,"whole wheat pasta,olive oil,eggs,carrots,green tea,french fries,cottage cheese"
4119,"cake,chocolate"
4120,"red wine,shrimp,mineral water,milk,honey"
4121,"burgers,eggs,french fries,pasta,green tea"
4122,"ground beef,spaghetti,olive oil,vegetables mix,muffins"
4123,cookies
4124,mayonnaise
4125,"oil,cookies,brownies,tomato juice,toothpaste"
4126,"whole wheat rice,escalope,low fat yogurt"
4127,"pepper,energy bar,cooking oil,escalope,fresh bread"
4128,"whole wheat rice,cake"
4129,"french wine,eggs,barbecue sauce,cottage cheese,melons,fresh bread,white wine"
4130,"green tea,honey"
4131,
4132,"tomatoes,ground beef,mineral water,oil"
4133,"ground beef,spaghetti,salmon,muffins,eggs,chicken"
4134,
4135,
4136,"chocolate bread,whole weat flour,mint"
4137,
4138,"grated cheese,frozen vegetables,ground beef,spaghetti"
4139,eggs
4140,"spaghetti,mineral water,eggs,green tea"
4141,"frozen vegetables,tomatoes,soup,energy bar,escalope"
4142,"burgers,frozen vegetables,ground beef,mineral water,almonds,salmon,barbecue sauce,carrots,hot dogs"
4143,"butter,escalope,cauliflower"
4144,"chocolate,chicken,escalope"
4145,"black tea,almonds,pancakes,eggs"
4146,vegetables mix
4147,"spaghetti,milk,zucchini"
4148,"spaghetti,mineral water,milk,rice,oil"
4149,
4150,
4151,"chocolate,spaghetti,salmon,cooking oil,protein bar,hand protein bar"
4152,"tomatoes,mineral water,chicken,whole weat flour,cottage cheese,body spray,fresh bread"
4153,
4154,"soup,butter"
4155,"mineral water,eggs"
4156,"cooking oil,french fries"
4157,
4158,eggs
4159,cookies
4160,"french fries,yogurt cake"
4161,pet food
4162,chocolate
4163,"mineral water,honey,whole wheat rice,cooking oil,whole weat flour,frozen smoothie,low fat yogurt"
4164,frozen smoothie
4165,"spaghetti,olive oil,strong cheese,pancakes,eggs,tomato juice,fresh bread"
4166,black tea
4167,"escalope,low fat yogurt"
4168,
4169,"eggs,strawberries"
4170,"burgers,whole wheat pasta,chocolate,milk,olive oil,chicken,pancakes,cooking oil,green tea"
4171,pancakes
4172,
4173,
4174,"milk,cake,cereals"
4175,light mayo
4176,"oil,escalope,pancakes,yogurt cake"
4177,candy bars
4178,cookies
4179,"mineral water,eggplant,french fries"
4180,"spaghetti,mineral water,chili,escalope"
4181,"mineral water,salmon,vegetables mix,pancakes,eggs,frozen smoothie,body spray"
4182,
4183,"cookies,protein bar,hand protein bar"
4184,pet food
4185,
4186,"escalope,pasta,mushroom cream sauce,fresh bread"
4187,"chocolate,cereals"
4188,eggs
4189,"tomatoes,chicken,fresh bread,magazines,green tea"
4190,"ground beef,pepper,butter,chicken,french fries,zucchini"
4191,frozen smoothie
4192,cottage cheese
4193,"spaghetti,milk,extra dark chocolate,green tea"
4194,"meatballs,french fries"
4195,
4196,"french fries,strawberries"
4197,"chocolate,eggs,eggplant,clothes accessories,green tea"
4198,brownies
4199,"eggs,cake,low fat yogurt"
4200,"ground beef,spaghetti,mineral water,salmon,cooking oil"
4201,"mineral water,eggs,bug spray"
4202,
4203,"spaghetti,mineral water,nonfat milk,honey,pet food,eggplant,white wine"
4204,
4205,cake
4206,white wine
4207,
4208,"milk,eggs"
4209,
4210,
4211,
4212,"green beans,pancakes"
4213,"milk,chicken,eggs,blueberries,pancakes"
4214,"carrots,french fries,green tea"
4215,"cake,chicken"
4216,"tomatoes,yams,avocado,salmon,rice,cooking oil,gluten free bar,protein bar,hand protein bar"
4217,"french fries,body spray"
4218,green tea
4219,"mineral water,chocolate,avocado"
4220,
4221,
4222,"vegetables mix,frozen smoothie"
4223,"frozen vegetables,milk,eggs"
4224,
4225,mushroom cream sauce
4226,
4227,"salmon,vegetables mix"
4228,whole wheat rice
4229,"escalope,pasta,mushroom cream sauce"
4230,"honey,low fat yogurt"
4231,"soup,avocado,champagne,gluten free bar,magazines,mayonnaise,low fat yogurt"
4232,black tea
4233,"chocolate,whole wheat rice"
4234,pasta
4235,
4236,"mineral water,avocado,almonds,french wine,oil,green tea,french fries,frozen smoothie,melons"
4237,milk
4238,french fries
4239,candy bars
4240,
4241,"milk,chicken,vegetables mix,cereals,low fat yogurt"
4242,"butter,chocolate"
4243,"mineral water,soup,avocado,eggs,oil,corn,chocolate bread,french fries,body spray,fresh bread,green tea"
4244,"ground beef,pepper,mineral water,whole wheat rice"
4245,"french fries,strawberries"
4246,
4247,frozen vegetables
4248,"muffins,cake,yogurt cake"
4249,"tomatoes,mineral water,cake"
4250,
4251,"ground beef,whole wheat rice,cake"
4252,"grated cheese,mineral water,cake"
4253,"cookies,white wine"
4254,"pickles,spaghetti,eggs,whole wheat rice,french fries,champagne"
4255,"whole wheat rice,energy drink"
4256,"spaghetti,mineral water,cream,oil,chicken,extra dark chocolate,cookies"
4257,"spaghetti,milk,eggs,chocolate,pancakes,fresh bread"
4258,"mineral water,olive oil,eggs,honey,frozen smoothie,sparkling water,candy bars"
4259,whole wheat rice
4260,
4261,"flax seed,chicken,green tea,chocolate,cottage cheese"
4262,"spaghetti,bug spray,babies food,low fat yogurt"
4263,"spaghetti,mineral water,milk,french fries"
4264,champagne
4265,
4266,
4267,"eggs,low fat yogurt,green tea"
4268,"black tea,escalope"
4269,eggs
4270,"mineral water,milk,flax seed,strong cheese,honey"
4271,
4272,
4273,escalope
4274,"shrimp,tomatoes,ground beef,chocolate"
4275,honey
4276,"fromage blanc,cider,eggs"
4277,"honey,frozen smoothie"
4278,"milk,cereals,fresh bread"
4279,"spaghetti,french fries,cookies"
4280,"chicken,green tea,french fries"
4281,"ham,tomatoes,spaghetti,hot dogs,fresh bread"
4282,"energy bar,eggs"
4283,fresh bread
4284,"frozen smoothie,cottage cheese"
4285,"chocolate,mashed potato,brownies"
4286,
4287,french fries
4288,"whole wheat pasta,milk,chocolate,french fries,frozen smoothie,pancakes,energy drink,green tea"
4289,"cake,green tea"
4290,"pepper,pancakes,cake,french fries,green tea"
4291,salmon
4292,
4293,
4294,mayonnaise
4295,"milk,olive oil"
4296,french fries
4297,"pepper,tomato sauce,sandwich"
4298,"frozen vegetables,french wine,cooking oil,french fries,escalope,fresh bread"
4299,champagne
4300,"whole wheat rice,cooking oil,french fries,escalope"
4301,"frozen smoothie,mushroom cream sauce"
4302,
4303,"avocado,green tea,chocolate"
4304,eggs
4305,
4306,
4307,"champagne,fresh bread"
4308,"ground beef,olive oil,ketchup"
4309,
4310,"meatballs,vegetables mix,muffins,cake"
4311,"salmon,eggs,french fries,mushroom cream sauce"
4312,
4313,fresh bread
4314,
4315,"cooking oil,cottage cheese"
4316,"olive oil,oatmeal"
4317,tomatoes
4318,"french fries,sandwich"
4319,energy drink
4320,"spaghetti,mineral water,whole wheat rice,cooking oil,chocolate bread,whole weat flour,brownies"
4321,"shrimp,tomatoes,meatballs,energy bar,vegetables mix,whole wheat rice,carrots,green tea"
4322,"eggs,chicken,chocolate,french fries,frozen smoothie,champagne,babies food"
4323,"burgers,soup,fromage blanc,french fries,cookies"
4324,"green tea,escalope"
4325,"shrimp,milk,whole wheat rice,cereals,chocolate,pancakes,fresh bread"
4326,"mineral water,spinach,honey,cake,french fries,frozen smoothie,energy drink"
4327,
4328,
4329,olive oil
4330,"mineral water,barbecue sauce,yogurt cake,salad"
4331,"spaghetti,avocado,milk,flax seed,french wine,cider,chocolate,frozen smoothie,green tea"
4332,
4333,light mayo
4334,"eggs,bug spray"
4335,"burgers,spaghetti,honey,carrots,brownies,green tea"
4336,
4337,"black tea,almonds"
4338,"french fries,cookies,fresh bread,green tea"
4339,"french fries,champagne,cookies,hot dogs,light mayo,tomato juice,green tea"
4340,
4341,ham
4342,
4343,"ground beef,cooking oil,cereals,green tea"
4344,"avocado,meatballs,milk,cake,cooking oil,chocolate,french fries"
4345,"herb & pepper,ground beef,mineral water,chocolate,milk,eggs,blueberries,honey"
4346,
4347,spaghetti
4348,"energy bar,almonds,eggs,french fries,green tea"
4349,"ham,avocado,eggs,mint green tea,french fries,cookies"
4350,
4351,
4352,low fat yogurt
4353,"ground beef,spaghetti,fromage blanc,cake,chicken,protein bar"
4354,cottage cheese
4355,"red wine,spaghetti,eggs,chicken,champagne,tomato juice,low fat yogurt"
4356,low fat yogurt
4357,
4358,eggs
4359,"tomatoes,ground beef,butter,green tea,toothpaste"
4360,
4361,whole wheat rice
4362,
4363,"mineral water,eggs,low fat yogurt"
4364,"burgers,ham,frozen vegetables,whole wheat rice,chocolate"
4365,escalope
4366,"chocolate,ground beef,pepper,mineral water,french fries"
4367,
4368,spaghetti
4369,"rice,oil,cooking oil,french fries,low fat yogurt"
4370,"rice,french fries,brownies"
4371,milk
4372,
4373,"flax seed,french fries"
4374,"burgers,mineral water,meatballs,milk,almonds,french wine,eggs,cake,carrots,low fat yogurt"
4375,"mineral water,rice,frozen smoothie"
4376,eggs
4377,"shrimp,ground beef,milk,olive oil,whole wheat rice,fresh bread,low fat yogurt"
4378,almonds
4379,"frozen vegetables,spaghetti,eggs,chocolate,french fries,frozen smoothie,hot dogs,brownies"
4380,"spaghetti,carrots"
4381,
4382,cake
4383,
4384,"champagne,salad"
4385,"turkey,parmesan cheese,pepper,spaghetti,mineral water,meatballs,milk,olive oil,french wine,salmon,frozen smoothie,fresh bread"
4386,"herb & pepper,tomatoes,ground beef,mineral water,rice,low fat yogurt"
4387,"frozen vegetables,milk,salmon,eggs,cooking oil,corn"
4388,"tomato sauce,spaghetti"
4389,"eggs,champagne"
4390,"mineral water,eggs,protein bar,tomato juice,fresh bread"
4391,
4392,honey
4393,
4394,"ham,eggs,whole wheat rice,ham,french fries,cookies,green tea"
4395,"chocolate,chicken"
4396,"chocolate,french fries,strawberries"
4397,
4398,
4399,"olive oil,chicken,eggs,rice,eggplant,sparkling water"
4400,
4401,
